stopName,lat,lon
Cikoko Stasiun Cawang Arah Timur,-6.243028,106.85814
Jln. Kb. Kacang X,-6.18713,106.8201
Tol Kb. Jeruk 2,-6.189835,106.76681
SDN Penjaringan 3,-6.12509,106.80254
Sbr. RPTRA Menara,-6.213057,106.73131
St. Tebet 3,-6.225604,106.85923
Senen,-6.178211,106.84251
Flyover Ps. Klender 2,-6.211371,106.90103
Jagal 2,-6.190792,106.93472
Pertamina Term. Priok,-6.107837,106.90132
SMU Balai Rakyat,-6.285105,106.83694
Kebayoran Baru Velbak 2,-6.239272,106.78492
Pintu Tol Pondok Gede Selatan,-6.289177,106.876882
Mampang 5,-6.24539,106.82584
Sbr. SDN Semanan 01,-6.159879,106.70493
SMK Hatawana,-6.229468,106.87871
Gg. Ampera BMW Astra,-6.292546,106.790025
Sbr. SDN Pondok Kelapa 05,-6.240433,106.94276
Univ. Tarumanegara,-6.169759,106.78866
UKRIDA,-6.172372,106.7887
Pondok Gede Raya,-6.289531,106.88027
Simpang Kodam Bintaro Permai,-6.259127,106.75974
Jln. Danau Sunter Barat 1,-6.130709,106.85524
Bimbel Calistung,-6.222933,106.93901
Term. Muara Angke 2,-6.109001,106.77349
Cipinang Lontar,-6.214031,106.88836
Sbr. Jembatan Pintu Satu,-6.300665,106.88386
Pusdiklat Pajak Jln. Sakti IV,-6.188239,106.78441
PGC,-6.261811,106.8643
St. Jayakarta 1,-6.14097,106.82305
Taman Maramba,-6.17623,106.90716
Jln. Pinang IIIb,-6.308157,106.79798
Jln. Teluk Mandar 1,-6.238715,106.90988
Mall Metropolitan,-6.247861,106.99215
TPU Kb. Nanas 1,-6.23219,106.88051
Rest Area TMII,-6.29467,106.8812
Simpang Danau Indah Raya,-6.15041,106.87981
SDN Lagoa,-6.112279,106.91169
Sbr. Lapangan Kaprina,-6.34739,106.88437
Pool Blue Bird Cijantung,-6.321667,106.86516
Ps. Bebek Marunda 1,-6.110577,106.94804
Sunter Kelapa Gading 2,-6.143194,106.891
TPA As Sholihin,-6.179921,106.90687
SMPN 235,-6.254954,106.75651
BBPK Jakarta,-6.302219,106.798
Univ. Trisakti 2,-6.166868,106.79098
SMKN 4,-6.141156,106.95555
Simpang Otista III Selatan,-6.231874,106.86803
Budiwarman 2,-6.279048,106.870363
Kementerian Pertanian,-6.29705,106.82127
BPHN,-6.259724,106.86834
Green Lake City,-6.177644,106.71198
Curug Kalimalang,-6.24774,106.92454
Formindo Prima Agung,-6.120335,106.70853
SMPN 188,-6.307289,106.87793
Dapsus 4,-6.301649,106.79472
Sbr. Gg. Asmat Petukangan,-6.244437,106.75203
Jln. Pelepah Elok VIII,-6.149005,106.90064
Sbr. Gg. H. Saibun Jati Padang,-6.289734,106.82889
Sbr. Polsek Makasar,-6.29086,106.8844
RS Mitra Kelapa Gading,-6.152389,106.89745
Dittopad,-6.174759,106.84823
Jln. Belanak II Rawamangun,-6.200972,106.89065
Simpang Kalimalang,-6.245523,106.90507
Arsip Nasional RI 1,-6.279439,106.81987
KUA Kramat Jati,-6.291901,106.87559
Pluit Karang Indah,-6.117576,106.78311
Sbr. Gg. Warga Lubang Buaya,-6.287672,106.90589
Metro Sunter,-6.137241,106.87315
Jln. Nangka 1,-6.303876,106.84724
Taman Rawasari,-6.193136,106.858823
Jln. Angkasa Bundaran Kemayoran,-6.156032,106.85067
Tol Kb. Jeruk 1,-6.1902,106.7676
Simpang Raya Bekasi Rawa Kuning,-6.190565,106.96723
Jln. Langgar,-6.218336,106.75392
STIP 2,-6.104694,106.95903
SDN Ragunan 14,-6.298262,106.82634
Kec. Kb. Jeruk,-6.198513,106.76455
Andara Margasatwa 2,-6.313577,106.80356
Jln. Cempaka Putih Tengah XVI,-6.176206,106.86558
Sbr. STIE Rawamangun,-6.189758,106.88385
Raya Bekasi Pulo Gebang 1,-6.187709,106.96005
Sbr. Klinik Yadika Petukangan,-6.248516,106.75488
Jln. Inspeksi Pam,-6.180363,106.9427
Simpang Jln. Kramat Jaya 2,-6.108692,106.91742
Jln. Kb. Pala II,-6.214256,106.8618
Pedati Prumpung 1,-6.219904,106.87421
Sbr. Ps. Klender,-6.212317,106.9009
Mushola Al Achyar Cipete,-6.262158,106.80415
Simpang Waru Kramat Jaya,-6.118678,106.91659
Puskesmas Kota Bambu Selatan,-6.186436,106.80737
Pusenlis,-6.187443,106.80804
Gg. Beringin,-6.384603,106.8292
Jln. Duri Tss Raya,-6.156296,106.80807
Jln. Radjiman 2,-6.190406,106.92334
Pertigaan Cedang 3,-6.301885,106.91237
Taman Wahidin,-6.166873,106.83918
Pelabuhan Kali Adem,-6.104615,106.77094
RS Harapan Kita Arah Selatan,-6.185221,106.79709
Jln. Sambu Halim,-6.247047,106.89053
Manggarai,-6.20888,106.84739
Matraman 4,-6.199782,106.8545
Sunter Kelapa Gading Arah Selatan,-6.142894,106.89091
Sbr. Jln. Manggarai Utara 5,-6.211332,106.85441
Sbr. Taman Wiladatika,-6.369769,106.89298
Teuku Cik Ditiro,-6.200319,106.83741
Jln. Malaka III,-6.226244,106.926968
Jln. Lapangan Tenis Srengseng,-6.205207,106.7583
Kapin,-6.248853,106.93019
Polsek Tanah Abang,-6.201325,106.809577
Term. Pinang Ranti,-6.291029,106.88599
SMA Kartika,-6.260596,106.75896
Sekolah Pelita II Kb. Jeruk,-6.164602,106.77199
Kb. Baru,-6.115869,106.92448
Gerbang Tol Tj. Duren,-6.173231,106.79049
Puskesmas Ancol,-6.12458,106.81744
Jln. Pelepah Elok I,-6.152983,106.90908
SDN Cibubur 11,-6.34213,106.87377
Bidara Cina 2,-6.22994,106.86709
Rawa Bambu,-6.294753,106.84078
Semanggi,-6.22111,106.81354
ACC Simatupang,-6.304475,106.84858
Cipinang,-6.213664,106.88986
Sbr. Jln. Anggrek Raya,-6.205181,106.92273
Litbang Depnaker Jaktim,-6.31213,106.86264
Pangarengan,-6.200434,106.92249
Ir H Djuanda,-6.381864,106.86551
Semar,-6.310566,106.80451
Gedung Senam,-6.224141,106.92339
Sekolah Pah Tsung,-6.136693,106.73785
Sbr. Jln. Swasembada Barat V,-6.125172,106.88492
Plaza Pp Condet 2,-6.302391,106.85775
Simpang Kampung Jembatan 2,-6.208426,106.93576
Jln. Taman Kemang,-6.255317,106.8095
Puri Ardhya Garini,-6.25703,106.88392
Jln. Pinang II Pondok Labu,-6.310414,106.79665
Rusun Komarudin,-6.208781,106.94252
Masjid Ar Rayyan Kementerian BUMN,-6.183117,106.82536
Kolong Tol Jakarta Serpong 2,-6.256039,106.76062
Transjakarta Pool Klender,-6.205191,106.90301
Pengadegan Barat III,-6.250035,106.85296
Ps. Kam 2,-6.231603,106.87402
Sbr. Perum Sunter Hijau,-6.156674,106.87902
Jln. A Lagoa,-6.10907,106.90983
Jln. Simprug Golf 2,-6.227607,106.79042
BSI 2,-6.237609,106.76252
Jembatan Merah 1,-6.221164,106.84618
Taman Bambu 2,-6.302619,106.91542
Megatama,-6.2473,106.91049
Sunter Boulevard Barat 1,-6.149527,106.88866
Jln. Irigasi THB,-6.18227,106.99334
Kali Besar Barat 1,-6.135487,106.81131
Jln. Pulo Gundul 1,-6.183279,106.851529
Pintu Kawasan 1,-6.189631,106.90646
Komplek DPR Bumi Sanggraha,-6.206268,106.94826
BKKBN 1,-6.252902,106.88084
Rusun Kemayoran,-6.153101,106.85347
Sbr. Masjid Al Iman Cipinang,-6.222779,106.887229
Sbr. SMAN 41,-6.130773,106.85304
Sbr. Nabawi Islamic Shool,-6.205377,106.89027
Permata Hijau RS Medika,-6.218401,106.77761
Sbr. Sekolah Daarun Naiim,-6.158908,106.70489
Sbr. RS Siloam Kb. Jeruk,-6.190301,106.763
Institut Kesehatan Indonesia,-6.154063,106.89392
Sekolah Cahaya Sakti Otista I,-6.225391,106.86708
Selatan St. Gondangdia,-6.187059,106.8329
Matraman 2,-6.19891,106.8545
SMAN 38,-6.336201,106.83579
Gg. Arba Johar Baru,-6.185385,106.85234
Tebet Eco Park Selatan,-6.241601,106.85237
Jln. Batu Tumbuh I,-6.13187,106.91804
Yayasan Al Azhar Syuhada,-6.326569,106.82067
Masjid Raya Al Musyawarah Kelapa Gading 1,-6.154881,106.91055
Sbr. Jln. Tebet Barat VI,-6.238694,106.84926
SMAN 8,-6.218257,106.85954
Simpang Ps. Rawamangun,-6.198321,106.89001
Jln. Pulo Gundul 2,-6.183229,106.851486
Komplek Mandiri Giant Express 2,-6.297573,106.76499
Kebayoran Lama Bungur,-6.252688,106.78164
Sbr. PGP,-6.203448,106.93456
Simpang Anggrek Garuda Rosaliana,-6.195075,106.79499
Jati Padang 1,-6.285553,106.8261
Cipinang Kb. Nanas 2,-6.231453,106.87647
Jln. Otista III Komplek IV,-6.231907,106.87555
Astek,-6.291175,106.66598
STIS,-6.231063,106.86716
Sisma Medikal,-6.113174,106.91771
Persada Purnawira Halim,-6.259498,106.88584
Global SeVilla Pulo Mas,-6.183941,106.88694
Flyover Slipi Kemanggisan,-6.189613,106.79742
Masjid Pasmar Marunda,-6.116057,106.95214
SMKN 7,-6.197969,106.89201
Sbr. Jln. Busika Raya Ciracas,-6.330074,106.87292
St. MRT Asean 1,-6.23844,106.79858
Pangeran Jayakarta 1,-6.137775,106.81766
Jln. Makmur,-6.30788,106.86715
RS Harapan Bunda,-6.301956,106.86803
Yayasan At Taufiq Gg. R,-6.109205,106.93104
Pospol Makasar,-6.246997,106.90659
Harapan Indah Boulevard,-6.186073,106.97502
Simpang Kali Besar Barat,-6.136879,106.812169
Universitas Terbuka,-6.201686,106.87294
Gereja Katholik Salib Suci,-6.125765,106.91976
Permai Koja 1,-6.113894,106.89287
Komplek Depkeu Kemanggisan Utama,-6.188926,106.78714
Jln. Palmerah Barat IV,-6.206862,106.78637
SMPN 106,-6.314971,106.87411
Sunter Icon,-6.135417,106.85589
Sbr. HKBP Petukangan,-6.236565,106.75155
Mja Rawa Bambu,-6.292069,106.84179
Ps. Pedok,-6.234107,106.84435
Gerbang Tol Veteran,-6.261369,106.76721
RS Dharma Nugraha,-6.196153,106.88615
Sbr. Kel. Tebet Timur,-6.229283,106.85835
SMAN 41,-6.130692,106.85304
Jln. Cipinang Tengah,-6.239989,106.88723
Sbr. TK Kreatif Komimo,-6.143029,106.87258
Lapangan Bola Danu Setiawan,-6.252242,106.89466
Slipi Petamburan 3,-6.200982,106.799123
Sbr. Jln. H. Jusin Susukan,-6.314828,106.86812
Sbr. Masjid Pasmar Marunda,-6.115928,106.95189
Boulevard Kelapa Cengkir Raya,-6.165966,106.90211
Kampung Irian Gg. IV,-6.155068,106.86172
Jln. Abdul Majid Raya,-6.266064,106.808371
Jln. Manunggal Bakti Kalisari,-6.335016,106.85277
SPBU Bintaro Pondok Betung,-6.261488,106.75659
Jln. Komplek Cakrawala,-6.11245,106.91587
Simpang Mahoni Cempaka,-6.115972,106.91335
Jln. Gempol Raya,-6.307501,106.89495
Stella Maris 1,-6.112083,106.79282
Jln. Kesadaran Pool Bus 2,-6.182447,106.91465
Jln. Gading Putih Raya,-6.175202,106.9006
Apartemen Kedoya Elok 2,-6.188259,106.76855
Masjid Bahari 1,-6.12411,106.8132
Sbr. Gg. Sabar 2 Lingkar Timur,-6.199863,106.94476
BSI 1,-6.237724,106.76225
Sbr. Gg. Puas Cibubur,-6.347245,106.87416
Univ. Sahid 2,-6.235598,106.84415
Gg. Elang II Kebantenan,-6.111453,106.92886
Jln. Dermaga Raya,-6.219151,106.89969
Jln. Menceng Raya 1,-6.12641,106.72055
STEKPI,-6.255574,106.84966
Pool Hiba Utama 1,-6.206384,106.90269
Senayan JCC 3,-6.208123,106.8042
Sbr. Pos Ayam,-6.120909,106.92693
Simpang Cibubur III/I,-6.344359,106.87407
Slipi Kemanggisan Arah Selatan,-6.189781,106.79726
SMAN 109,-6.344687,106.83351
Mega Mall Bekasi,-6.250287,106.992
Graha Kemenpora,-6.214153,106.79891
Gading Griya Lestari,-6.141405,106.92188
Pintu Kawasan 2,-6.1896,106.90629
Gading Harmony,-6.165901,106.90179
Sekolah Tunas Cemerlang,-6.238978,106.90499
Masjid Luar Batang,-6.126266,106.8044
Sbr. Ps. Mandiri Kelapa Gading,-6.160953,106.90872
Allianz,-6.209233,106.83076
St. Pasar Minggu 1,-6.283156,106.84468
Masjid Jami Al Wiqoyah,-6.326852,106.82337
SMKN 49,-6.129409,106.95577
Muara Angke,-6.110009,106.77471
Sbr. Jln. Manunggal Meruya Selatan,-6.203268,106.73889
St. Duren Kalibata 2,-6.256023,106.85547
At Thahiriah 1,-6.210032,106.93803
Simpang Bungur Mahakam,-6.31873,106.88377
Komplek Kejari Tebet Dalam,-6.241417,106.84542
Simpang Jln. Kalibaru Timur VI,-6.169095,106.85209
Plaza Sentral,-6.216247,106.81676
Sbr. Jln. Otista III Komplek III,-6.231873,106.87504
H. Naman Noer Ali,-6.248932,106.94208
Pos Jaga Trikora 2,-6.241673,106.87978
Jln. Kb. Bawang XIII,-6.11557,106.88687
Simpang Radin Inten II Kalimalang,-6.247574,106.92049
Simpang Kawi Raya,-6.209476,106.83322
Simpang Media Massa,-6.231679,106.88636
Kec. Johar Baru,-6.182189,106.85617
Sbr. PAUD Tunas Bahari,-6.236813,106.915
Garasi Parna Raya,-6.14638,106.92353
Masjid Raya KH Hasyim Asyari,-6.159272,106.71708
Sbr. Jln. Bak Air 1,-6.115009,106.87222
SMA Islam As Syafiiyah 01,-6.220766,106.85339
Jasa Marga Cililitan 2,-6.264703,106.87224
Simpang Nusa Indah VI,-6.21821,106.93627
Komplek DPR III Meruya Selatan,-6.214981,106.73294
Kehakiman,-6.176674,106.64456
Muara Dalam,-6.304439,106.85088
Puskesmas Batu Ampar,-6.283558,106.85936
Simpang Kopi Roa Malaka,-6.134185,106.80986
SMPN 14,-6.214718,106.86485
Sbr. Gg. Bulak I Rorotan,-6.132862,106.9553
Sbr. Jln. Rawa Kepa IX,-6.174075,106.80321
Billy Moon,-6.248271,106.93093
Masjid Jami Al Makmur 1,-6.189195,106.81549
Wisma Subud,-6.28496,106.79596
ACE Hardware,-6.387532,106.82738
SMKN Jasalena Marunda,-6.127384,106.95669
Sbr. Persada Purnawira Halim,-6.259198,106.88547
SDN Sunter Agung 09,-6.127638,106.85898
Jln. Mangga Cibubur,-6.356542,106.88056
Sbr. Jln. Muhidin KDW,-6.335121,106.87961
Sbr. SMAN 8,-6.218237,106.85982
Pintu Masuk PIK 2,-6.203882,106.93521
RS Asshobirin 1,-6.258627,106.65185
Taman Lenteng Agung,-6.322961,106.83569
Simpang H. Ali Kramat Barat,-6.291941,106.86585
Sbr. PTC Pulo Gadung,-6.182581,106.916037
Graha Werdatama Pondok Labu,-6.309163,106.79461
Sbr. Sekolah Charitas Pondok Labu,-6.304955,106.79879
Sbr. Jln. Bumi Pratama III,-6.296413,106.8784
SDN Ciracas 01,-6.326589,106.8639
Potlot,-6.254634,106.84265
UMJ 2,-6.295705,106.76554
Sbr. Mesindo Tekninesia,-6.153361,106.95544
Sbr. Jln. Melati PKP,-6.340019,106.87845
STT PLN,-6.168512,106.72742
Yayasan Nurul Ihsan Pulo Gebang,-6.215076,106.95527
PGP,-6.203394,106.93446
Jln. Bulak Barat V Klender,-6.217018,106.90373
Jln. Cakrawijaya II,-6.232475,106.88748
Taman Rasuna Tower 17,-6.217105,106.83598
Kampung Melayu Kecil,-6.22499,106.86306
Plumpang Pertamina Arah Selatan,-6.128467,106.89381
Sbr. TPU Budi Darma,-6.119884,106.92917
Gg. Mundu II Tengah,-6.293006,106.86333
Sbr. Puri Ardhya Garini,-6.256831,106.88392
Simpang Benda Raya Prepedan,-6.106666,106.70192
PLN Senayan,-6.216832,106.79325
Simpang Bango Tridharma Raya,-6.303002,106.80452
Sbr. Gg. H. Mesir,-6.337621,106.81568
Sbr. RSUD Jagakarsa,-6.316361,106.81173
Sbr. Rusun Harum Tebet,-6.235159,106.85202
Taman Palem Lestari,-6.139986,106.72956
Komplek Zeni Raya Bogor,-6.340042,106.86903
Jln. Sunter Permai 2,-6.131551,106.86248
Jln. Jelambar Barat IIIB,-6.150348,106.78321
Sbr. BPPK Jakarta,-6.190102,106.858644
Perumahan Meruya Indah,-6.201783,106.7401
KUA Pasar Minggu,-6.300085,106.82626
Simpang KH Abdulloh Karang Tengah 1,-6.147051,106.97188
Sbr. Jln. Kapuk II,-6.215699,106.9002
Ps. BKT Rorotan IX,-6.154535,106.96958
Klinik Sasana Husada,-6.240106,106.79406
Jln. Trikora,-6.304918,106.86567
Sbr. Gg. H. Loong Tengah,-6.286908,106.863
Jln. Industri III,-6.146214,106.83492
Sbr. SDN Pulo Gebang 13,-6.197029,106.96269
Puskesmas Kel. Warakas,-6.120743,106.87539
Sbr. SMPN 27,-6.225368,106.9147
Simpang Pondok Baru Gongseng Raya,-6.326243,106.85929
Jln. H. Abdullah,-6.221319,106.77179
SLB Pangudi Luhur,-6.187212,106.75526
Mangga Dua Square,-6.135311,106.83102
St. Cipete Raya 2,-6.278423,106.79716
Rusun Marunda 2,-6.09826,106.96218
Jln. Pegangsaan Dua 10,-6.18042,106.91838
Gg. Sadar Vb,-6.292697,106.9014
Jln. Pangkalan Jati VI A,-6.25476,106.90641
Ps. Palmerah 2,-6.207194,106.79624
Mushola At Taufiq,-6.261415,106.86704
Jembatan BKT Pendidikan Raya 1,-6.229216,106.91736
Jln. Duku Raya,-6.245761,106.78413
Gg. H. Ahmad Nado,-6.304413,106.80243
Sbr. Komplek Kijang Kencana,-6.194478,106.78965
Jln. Tanah Abang II,-6.175527,106.82046
Sbr. Jln. Buaran I,-6.221043,106.91661
Sekolah Lemuel,-6.198212,106.803304
Naga Ciracas,-6.331233,106.86725
Panti Perwira,-6.181245,106.8374
Sbr. Jln. Samudera 1,-6.11637,106.87055
Simpang Pakin 2,-6.128288,106.80562
Ruko Mall Mangga Dua,-6.136684,106.82372
Ps. Pulo Gadung 3,-6.186328,106.90568
Jln. Tugu Indah,-6.123127,106.92665
Sbr. SMPN 263,-6.29464,106.87828
Polsek Makasar,-6.290974,106.8845
Perumahan Mawar Joglo,-6.215254,106.72525
TPU Pondok Kelapa,-6.237272,106.94293
Taman Rasuna Tower 10,-6.218581,106.83599
Mall Taman Palem 3,-6.140548,106.73011
Sbr. Cipinang Jagal,-6.21091,106.89553
Cempaka Timur 2,-6.166318,106.87617
Jembatan Serong,-6.182204,106.81814
Gg. Souw Beng Kong,-6.140939,106.82675
Melody Golf 2,-6.091992,106.74599
Jln. Dul Djaim Cipedak,-6.36178,106.80714
Jln. Bojong Raya,-6.171085,106.72838
Pos Jaga Utama 1,-6.26076,106.88872
Jln. Cilincing Baru Raya,-6.106927,106.92672
Sbr. Komplek Dolog Jaya,-6.248114,106.91592
Pesona Khayangan,-6.382532,106.83001
Tanah Pasir Gedong Panjang,-6.129596,106.80506
Jln. SMAN 64,-6.332331,106.89008
Sbr. TK Tarakanita 5,-6.202364,106.88301
SDN Pisangan Timur 10,-6.204246,106.88248
Sbr. Pesona Kalisari,-6.3376,106.85711
Simpang Kalimalang Pahlawan Revolusi,-6.245736,106.90569
Jembatan Sapi Cilincing Bakti,-6.106641,106.93905
Jln. Melati,-6.272865,106.8769
Sbr. SMA Angkasa 1,-6.249778,106.8827
Taman Gg. Kelor,-6.21124,106.85879
Kb. Kangkung,-6.179638,106.644
Sbr. Polsek Pulo Gadung,-6.209444,106.89101
Kel. Sukabumi Selatan,-6.217815,106.76976
Jln. Marabahan Cideng,-6.172066,106.80538
Pangkalan Jati 2,-6.247263,106.90777
Tamini Square 2,-6.29165,106.8809
Sbr. TK Rahmania Ragunan,-6.316147,106.81651
Slipi Petamburan 1,-6.201627,106.8001
Jln. Lorong 4,-6.107701,106.89492
RS Mediros,-6.179626,106.90387
SMAN 24,-6.210598,106.79631
PTC Pulo Gadung,-6.182622,106.91561
Masjid Al Hawi Cililitan,-6.263505,106.86419
Muara Karang Raya,-6.116812,106.78016
SMAN 75,-6.135264,106.92169
Pajak Dan Retribusi Grogol Petamburan,-6.176435,106.7976
Komplek Wijaya Kusuma 3,-6.229042,106.90486
Kantor Pos Cikini,-6.187423,106.83654
Jln. Dewa Ruci,-6.108278,106.92123
Gg. Pos Komodor Halim,-6.265611,106.88321
Sbr. Kodam Bintaro,-6.259531,106.75878
Sbr. Jln. Palmerah Utara II,-6.202773,106.79815
Adam Malik 1,-6.236396,106.74776
Masjid Jami Nurul Iman Palmerah,-6.204227,106.7875
Sbr. MTsN 25 Jakarta,-6.214833,106.89575
Gg. Samudera Casa Goya,-6.198942,106.77778
Jln. Pahlawan,-6.300584,106.76211
RS Pusdikkes,-6.277538,106.86917
Ps. Palmerah,-6.207817,106.79695
Sbr. Koko Semesta,-6.115511,106.92671
Gunung Agung,-6.181755,106.83717
Komplek Perum Ad Cibubur,-6.365857,106.88841
Sbr. Jln. Lagoa Kanal,-6.111783,106.8841
Sbr. Man 15 Jakarta,-6.342372,106.88639
SMP PSKD 3,-6.211524,106.858659
Sentraland Cengkareng,-6.139078,106.739378
Sbr. Jln. Angkasa 1,-6.19059,106.96803
Pabrik Plastik Sawah Mede,-6.096407,106.71066
Sbr. PPKD Jaktim,-6.247603,106.94229
Golden Fatmawati,-6.276685,106.79761
SMK Tunas Markatin,-6.196619,106.88842
St. Klender 1,-6.213598,106.89787
Sbr. Cipinang Lontar,-6.214204,106.88839
RS Budi Jaya,-6.218825,106.84519
Ps. Kopro,-6.176185,106.78364
Jln. Veteran 2,-6.253771,106.83574
Jln. H. Tamin S,-6.16011,106.87705
Sbr. Klinik Firdausy,-6.217191,106.85526
Sbr. Jln. Gading Raya II,-6.206814,106.88183
Plaza Europa,-6.221188,106.61667
Gg. Petamburan I KS Tubun,-6.190162,106.80656
Kayu Mas,-6.17911,106.90255
Sbr. SMPN 48,-6.233648,106.78036
SMK Karya Teladan,-6.258596,106.84351
Simpang Warung Sila Rindang,-6.345472,106.81167
Jln. Buah Cijantung,-6.329411,106.86572
MH Thamrin 2,-6.188238,106.82277
Masjid At Tin,-6.298547,106.88326
Gg. Sawo Jagakarsa,-6.340934,106.834082
Term. Kampung Melayu 2,-6.224516,106.86685
Maspion Plaza,-6.141539,106.83352
Kel. Jati Padang,-6.285899,106.83476
Sekolah Islam PB Soedirman,-6.314293,106.86298
MI Al Ihsan Batu Ampar,-6.272358,106.86511
Sudin Kebersihan Senen,-6.168882,106.84355
Minimarket Pondok Kelapa,-6.228617,106.93539
Jln. Kunang Kunang 1,-6.256656,107.02149
Simpang Dinkes,-6.170376,106.81543
Gedong Panjang 2,-6.132546,106.80606
Jln. Cinere Raya,-6.3466,106.7767
Jln. Indraloka Gg. VIII,-6.154231,106.77871
Sbr. SMK Kartika X-2,-6.252352,106.75638
Jln. Bungur IV Rambutan,-6.314442,106.88464
Tribuana,-6.323315,106.84662
Sbr. Slb Angkasa,-6.255191,106.89134
Jln. Komplek Migas V Palmerah,-6.197003,106.78772
Gg. Al Mawaddah Tengah,-6.287911,106.86292
Jln. Masjid Soeprapto,-6.277536,106.87806
RS Sumber Waras 1,-6.166392,106.79756
Sbr. Komplek Kodam Jaya,-6.197871,106.77108
Simpang Raya Ceger Mabes Hankam,-6.306447,106.88835
SMPN 124,-6.258975,106.82624
Menteng 1,-6.19851,106.82835
Simpang Pinang I Pondok Labu,-6.309114,106.79567
Masjid Baiturrohman Jati Pulo,-6.180697,106.80715
Kec. Pesanggrahan,-6.256912,106.7564
Andara Margasatwa 3,-6.312832,106.80338
GOR Popki Cibubur,-6.3675,106.88923
Jln. Kelapa Gading III Cililitan Besar,-6.263858,106.86859
Sbr. Kec. Makasar,-6.279335,106.87881
Kec. Pondok Gede,-6.280944,106.91355
Singapore International School,-6.149554,106.915842
Haris Hotel Kelapa Gading,-6.157718,106.91053
Pemadam Pondok Kelapa Raya,-6.238668,106.93425
Simpang Jln. Pisangan Lama,-6.211274,106.87876
Jln. Adil,-6.297278,106.90291
Gg. Oyot,-6.207791,106.86593
Al Wathoniyah 1,-6.192036,106.9353
Gg. Iman Utara Cibubur,-6.358625,106.88184
RSUD Cilincing,-6.112966,106.92607
Kel. Lagoa,-6.113902,106.91097
Taman Mahoni,-6.340472,106.87479
Wira Purusa,-6.232229,106.92264
Simpang Pahlawan Revolusi Kalimalang,-6.245592,106.90576
Sbr. SMPN 190,-6.108313,106.70297
Jln. Mandiri Tengah,-6.1591,106.90961
Taman Semanan Indah,-6.163993,106.72545
Jln. Ar Ridho,-6.308148,106.86935
Simpang Matraman 2,-6.201601,106.85144
Sbr. Jln. Sawah Mede I,-6.098023,106.70824
Kec. Ciracas,-6.319948,106.88311
Simpang Kebantenan VIII,-6.109712,106.9303
Jln. Mokmer 1,-6.149426,106.83966
Sbr. Gg. Mushola Baburrahman,-6.179744,106.851689
Mega Kuningan,-6.224556,106.82677
Sbr. Jln. KH Syahdan,-6.200674,106.78256
Sbr. Jln. Sunter Jaya VI,-6.160574,106.87244
Sbr. Prapanca Apartment,-6.263316,106.808158
Sbr. Taman Asem PPSU,-6.117057,106.86973
Sbr. Tip Top Rawamangun,-6.201238,106.8859
Komplek Pelni,-6.380018,106.85409
Jln. Kayu Tinggi,-6.18465,106.94523
Boulevard Pelepah Raya,-6.159256,106.90317
TK Tarakanita 5,-6.202111,106.88295
Jln. Supriyadi,-6.173794,106.65622
Utan Panjang,-6.169541,106.85209
Sbr. Jln. Kopi Selatan II,-6.231718,106.94295
Sbr. Sekolah Bethel,-6.196189,106.80484
Gardu Induk Plumpang,-6.130848,106.895362
Galur,-6.174388,106.85485
Jln. Tanah Tinggi III,-6.175078,106.84765
Plumpang Pertamina Arah Utara,-6.12848,106.8937
Jln. Timah Harapan Mulya,-6.171922,106.85232
Gerbang Tol Brigif,-6.343523,106.79725
Premier Terrace,-6.329721,106.87537
Sbr. Bercabuana Sakti,-6.269784,106.76547
Sbr. Jln. Swadaya II,-6.297206,106.89481
Jln. Pakarena,-6.170344,106.90914
Simpang Mandala Selatan Raya,-6.175717,106.79909
Gg. H. Ganan,-6.335534,106.81909
Kantor Pos Dukuh,-6.291703,106.87567
Sbr. Ps. Timbul,-6.17296,106.7954
Jln. Swadarma Raya,-6.237451,106.76089
Mediterania Boulevard,-6.116048,106.76505
Sbr. Jln. Masjid Al Munir,-6.271471,106.87734
SMP 140,-6.139776,106.8592
SDN Kota Bambu 03,-6.188023,106.80801
Sbr. Marunda Baru,-6.124819,106.95694
Embun Pagi Islamic School,-6.247711,106.91892
SDN Lebak Bulus 04,-6.30731,106.78049
Sbr. Jln. Warakas I Gg. 8,-6.117617,106.87667
Jln. Musyawarah Panjang Arteri,-6.200859,106.76922
Simpang Batu Ampar Condet Raya,-6.284139,106.85555
SDN Pesanggrahan 10,-6.259714,106.75688
Pulo Mas Residence,-6.175379,106.88744
Gg. Beringin V RS Soekanto,-6.22752,106.93304
Tanah Abang Blok G,-6.18865,106.81293
Masjid Jami Ar Ridho Jelambar,-6.152844,106.78376
Pasar Modern Harapan Indah,-6.168544,106.97431
Jln. Bima Kemanggisan,-6.185818,106.78728
Al-Wathoniyah,-6.18371,106.923718
Simpang Gunung Balong Karang Tengah,-6.303532,106.78163
RS Islam Pondok Kopi 2,-6.220383,106.94075
Muara Bahari,-6.12707,106.84974
Sbr. Jln. Pondok Labu 1A,-6.301876,106.79244
Jln. Kencana Timur,-6.126985,106.72962
Sbr. Jln. H. Khayar,-6.341809,106.80462
Kav Polri Blok H Jagakarsa,-6.312293,106.81629
Ruko Taman Duta Mas,-6.148626,106.78088
Sekolah Darussalam H. Ipin,-6.311351,106.79271
Malaka 1 Gg. 2 Rorotan,-6.138467,106.95453
Taman Hutan Tebet,-6.238056,106.85332
Sbr. Jln. Al Hidayah Basmol,-6.163322,106.75056
