stopName,lat,lon
Suzuki Panjang Arteri,-6.191998,106.76896
KPP Pratama Pasar Rebo,-6.301337,106.86865
Komplek Ddn Bintara Jaya,-6.242328,106.94271
Atrium 2,-6.17687,106.84042
Jln. Dadap,-6.129073,106.85503
Sbr. YPI Asyaadah,-6.19093,106.94391
Kejaksaan Agung,-6.2405,106.79844
Kampung Budaya Betawi Sukapura,-6.142087,106.922
Komplek KPLP Marunda,-6.128493,106.95649
Bekasi Barat,-6.250045,106.99167
Duren Tiga 1,-6.252132,106.82702
Tosari 2,-6.198915,106.82295
Jln. Pondok Labu 1A,-6.301927,106.79248
Sbr. Ps. Pisang,-6.207759,106.79233
Walikota Jakarta Timur 2,-6.212722,106.94472
Simpang Raya Bogor Suci,-6.318777,106.86512
Selapa Polri,-6.286492,106.77119
Mushola Al Jihad Perintis Kemerdekaan,-6.173541,106.89171
Tanah Abang 2,-6.181926,106.81409
Limo,-6.225483,106.78881
Pertamina Marine III,-6.108387,106.90567
Ampera 2,-6.292641,106.81563
Jln. Daud I Sukabumi Utara,-6.206437,106.77434
RSJ Dr Soeharto Heerdjan,-6.162636,106.78956
Jln. Tali Kota Bambu Selatan,-6.189326,106.79927
Gading Serpong 1,-6.230729,106.64138
Sbr. BBPK Jakarta,-6.301958,106.79794
Taman Kota,-6.157176,106.75789
Perpustakaan Umum Daerah,-6.222302,106.83261
Brimob Pejaten Barat 2,-6.270925,106.84644
Simpang Pondok Bambu Batas 1,-6.241476,106.90061
Sbr. Sekolah Fajar Sion,-6.138169,106.81723
Tanah Merdeka 1,-6.30813,106.8745
DPR MPR 2,-6.206314,106.80194
Lion Center,-6.240451,106.87898
S Parman Podomoro City Arah Timur,-6.175799,106.79308
Nabawi Islamic School,-6.205542,106.89008
RS Medika Permata Hijau 4,-6.218438,106.77855
St. Universitas Pancasila,-6.339371,106.83396
Jln. Serdang,-6.228906,106.91459
Sbr. Masjid At Taqwa Rawa Kuning,-6.20319,106.96027
Pasar Kebayoran Lama,-6.238413,106.78323
Jln. Bungur VIII Rambutan,-6.316023,106.88494
Transvision,-6.240036,106.82842
Jln. Grafika,-6.290158,106.77095
Slamet Riyadi 1,-6.208434,106.85904
Jln. SMAN 99,-6.351933,106.8725
Pertigaan Rukun Setu,-6.307559,106.91562
Gg. H. Seman Susukan,-6.327213,106.86898
Sekolah Sumbangsih,-6.290013,106.8177
Flyover Bintaro,-6.25748,106.76478
Sbr. LP Cipinang,-6.214403,106.88451
Al Mukhlisin,-6.128569,106.792084
Univ. Satyagama,-6.143228,106.7295
Jln. H. Komeng Duri Kosambi,-6.178974,106.7194
Gerbang Tol Bambu Apus 2,-6.308108,106.89647
Jln. Satria,-6.190189,106.96755
Summitmas,-6.225826,106.80402
Rusun Marunda 1,-6.098204,106.96232
Masjid Jami Al Fallah,-6.111213,106.92576
Gereja Tiberias Kelapa Gading,-6.151141,106.90404
Mega Syariah,-6.228294,106.83335
Wisma Nusantara,-6.193425,106.82319
KBN Marunda 2,-6.110318,106.94452
Ps. Sumur Batu 1,-6.164134,106.86486
Sbr. KBN Sukapura,-6.143455,106.92204
Sbr. Raffles Christian School,-6.279423,106.77872
Masjid Hifdzirrahim,-6.257359,106.75963
Permai Koja Arah Utara,-6.11413,106.89309
Jln. Kelapa Nias IV,-6.152909,106.90938
Jln. Penataran,-6.20228,106.84418
Ps. Muara Karang,-6.116367,106.77824
Ampera Yos Sudarso,-6.122624,106.89322
Jln. Arus Jati,-6.208011,106.90193
Flyover Pulo Gebang 1,-6.210497,106.95047
GPIB Bukit Moria,-6.241727,106.84454
Gerbang Tol Meruya Selatan 1,-6.20619,106.73882
Tempo Scan,-6.235112,106.82885
Jln. Pesanggrahan,-6.308339,106.75598
Cipta Rasuna Said,-6.216146,106.83087
Pondok Indah 1,-6.286761,106.77999
Term. Kampung Rambutan,-6.308964,106.88165
Pondok Pinang,-6.28217,106.77204
JPO Mandiri,-6.184803,106.81513
Sbr. Ps. Gardu,-6.289881,106.89302
St. LRT Velodrome 2,-6.192994,106.89107
Perum Tpi 1,-6.197379,106.93513
Ps. Cakung 1,-6.182424,106.935415
Jln. Anggrek Petukangan,-6.231319,106.75204
Pasar Kramat Jati,-6.268822,106.86663
Jln. Swadaya I,-6.297164,106.89478
Gatot Subroto Jamsostek Arah Barat,-6.233551,106.82208
Komplek Ruko Interkota,-6.166979,106.72717
Jln. Rama IX,-6.299269,106.90856
Simpang Blok A,-6.187214,106.81611
Cipinang Baru,-6.206806,106.89025
Sbr. Jln. Man 2,-6.300742,106.88071
Simpang Raya Condet Batu Ampar,-6.28409,106.85556
Ambassador,-6.224125,106.82663
Gg. H. Mesir,-6.337868,106.81624
SDN Jati 07,-6.202444,106.89727
Taman Anggrek,-6.17624,106.79281
Mall Thamrin City,-6.194341,106.81453
Sbr. RSIA Tambak,-6.206658,106.84894
Ps. Mini Halim,-6.251402,106.88812
Sbr. SDN Pademangan 03,-6.131746,106.84567
Menara Mandiri,-6.223667,106.8071
Sunan Giri,-6.193267,106.88367
Velbak,-6.239433,106.78552
Pulo Jaya,-6.194979,106.92242
Kel. Tanah Tinggi,-6.183861,106.84926
Jln. Kesadaran Pool Bus 1,-6.182475,106.91309
SMK Tj. Priok 2,-6.113836,106.91102
Kebagusan Raya,-6.296314,106.82703
Mushola Al Muhajirin Cibubur,-6.360526,106.87535
Jln. Sungai Barito Sembar,-6.129487,106.91884
GKJ Tj. Priok,-6.105058,106.93214
Slipi Petamburan Arah Utara,-6.20203,106.79989
Jln. Pakubuwono VI,-6.239586,106.786544
Kemang Raya 40,-6.265429,106.81602
Jln. Industri 1,-6.20329,106.62026
TPU Kb. Pala 2,-6.265549,106.88013
Ruko Moh Kahfi II,-6.335794,106.827
Carrefour Lebak Bulus,-6.287529,106.7768
Jln. Palatehan,-6.240057,106.800758
Klapa Village H. Naman,-6.238446,106.94173
FX Sudirman,-6.225532,106.8037
Simpang KH Hasyim Cideng Barat,-6.166007,106.81033
Gg. Burung Dalam,-6.137017,106.82132
Komplek Pertokoan Cempaka Putih,-6.173296,106.85976
Jln. Sumanggung 3,-6.171242,106.90278
Rusun Penjaringan,-6.130702,106.79487
Kuningan Utama,-6.21335,106.83547
Versailles,-6.308405,106.67367
Balaikota Depok 2,-6.394973,106.82277
Menara Mulia,-6.225452,106.81678
Ruko Gading Bukit Indah,-6.149387,106.89917
Sbr. Jln. Melur Tugu VI,-6.124483,106.90789
TVRI,-6.213698,106.80086
Jakarta Islamic Centre 2,-6.122114,106.91694
PMD,-6.26919,106.84609
Jln. KH Hasim,-6.185382,106.73139
Karet Kuningan 1,-6.217406,106.83108
Buaran Raya,-6.220456,106.92176
Bundaran Senayan 1,-6.227445,106.80187
Gambir 1,-6.174612,106.8304
Epiwalk Epicentrum,-6.217666,106.83547
STMT Trisakti 2,-6.231981,106.8777
Palem Semi 1,-6.218812,106.61807
Warung Jengkol,-6.182362,106.9113
Hotel Olive 1,-6.217195,106.61882
Sekolah Bhineka Tunggal Ika,-6.150601,106.80763
Sbr. Kel. Duri Kepa,-6.185524,106.77367
Jln. Jatinegara Timur IV,-6.222457,106.86816
Permai Koja 2,-6.113777,106.89326
Sbr. RS Bhakti Mulia,-6.199976,106.801
Jembatan Besi,-6.152005,106.7949
Jati Padang,-6.285431,106.82626
SMKN 60,-6.185923,106.77188
Gereja Jemaat Kiwi,-6.339041,106.87215
Klinik Persada Sari,-6.17728,106.72226
Karet Pedurenan 2,-6.221462,106.82109
Ps. Ular Plumpang,-6.130359,106.89453
Metro Pondok Indah,-6.265966,106.78347
RSUD Pasar Minggu,-6.293553,106.82083
Sbr. Grha Intirub,-6.265218,106.8758
Jln. Wr Supratman,-6.305661,106.75749
Gedung Granadi,-6.231311,106.83301
Sbr. Masjid Jami Asy Syakirin,-6.351065,106.80161
Pemuda Rawamangun,-6.193488,106.89165
RSUD Pesanggrahan,-6.258241,106.75706
Masjid Al Barakah Assyafiiyah,-6.220472,106.8508
Simpang Gading Mas Biru Laut,-6.166526,106.90893
Jln. Karet Pasar Baru Barat VII,-6.212105,106.81764
Pondok Indah 2,-6.267231,106.78365
St. Palmerah,-6.208908,106.79706
Sbr. Ps. Lokbin Muria,-6.221093,106.83844
Sekolah Yanindo Jakarta,-6.119479,106.86699
Dinas Olahraga Dan Pemuda,-6.219715,106.86802
RS PIK 2,-6.112549,106.75264
Iskandar Muda,-6.2443,106.78249
Permata Hijau 1,-6.22257,106.79028
Sbr. Masjid Al Mumin,-6.175579,106.90848
SPBU Yos Sudarso,-6.145808,106.88999
Jln. Hadiah Utama II,-6.161501,106.77987
Lintas Atas Kuningan Mampang,-6.237898,106.82676
Ahmad Yani Bea Cukai,-6.205526,106.87378
Kavling Pengadilan Jln. Dermaga,-6.222991,106.9072
Cipinang Melayu Kalimalang,-6.240168,106.88473
Sbr. Cilincing Baru Raya,-6.106928,106.9271
Sbr. Jln. Tebet Utara III,-6.225521,106.85245
Rusun Nagrak,-6.12462,106.94823
Pemadam Tj. Duren,-6.17371,106.78793
Poins Square,-6.289207,106.77718
Al Izhar Pondok Labu 2,-6.311504,106.79104
Jln. H. Rohimin Swadarma,-6.232466,106.76069
Jln. Tebet Timur Dalam VIII J,-6.242064,106.85845
St. MRT Fatmawati,-6.292589,106.7936
Lion Metal 2,-6.185858,106.95209
SDN Penjaringan,-6.12527,106.80272
Jembatan Pesakih Semanan,-6.155824,106.716
RSPAD,-6.175485,106.83674
Al Khairiyah School,-6.236593,106.9176
Penggilingan 1,-6.214459,106.93945
Gg. Aim 2,-6.200395,106.93515
Komplek BPPT,-6.194517,106.7556
RSUP Persahabatan,-6.203866,106.88582
SMPN 6 Bekasi,-6.28259,106.91272
Taman Ria,-6.213308,106.80236
RS Islam,-6.168676,106.87027
Rawa Buaya,-6.153908,106.72619
Flyover Jatinegara 2,-6.215074,106.87332
Tebet Eco Park Selatan 5,-6.241581,106.85242
Jln. Tebet Timur Dalam III,-6.230881,106.858358
St. Lenteng Agung 1,-6.330883,106.83542
Pasar Cempaka Putih,-6.172325,106.86246
Danau Agung,-6.146869,106.85805
PIK2 Pantjoran,-6.089429,106.741383
Midi Utama Condet Raya,-6.275675,106.85596
Roxy,-6.165833,106.80925
Gempol Baru 2,-6.186351,106.9547
Puri Casablanca,-6.225081,106.8384
Dukuh Atas 2,-6.203276,106.82377
Glodok,-6.1445,106.81545
Wisma SMR,-6.150176,106.88771
Ruko Kemanggisan Raya,-6.196763,106.78222
Jln. Gambas Kodam Bintaro,-6.259766,106.7573
Tebet Eco Park Selatan 2,-6.240297,106.85297
Ratu Prabu,-6.292014,106.80853
Pool Pangkalan Jati,-6.248386,106.91713
Jln. Aneka Elok 2,-6.223013,106.891085
Blok M Jalur 3,-6.243426,106.80188
Rusun Marunda,-6.097099,106.96231
Jln. Taman Sari I,-6.161249,106.82678
Sbr. Gg. Nusa Indah Ciracas,-6.326059,106.86869
Sbr. Jln. Bumi Sutera Cibubur,-6.35043,106.87757
Boulevard Bukit Gading Raya,-6.15515,106.89579
Simpang Kemang Selatan 2,-6.274106,106.82045
TPU Kb. Nanas 2,-6.232106,106.88017
Gg. Bambu Sukapura,-6.1369,106.9217
Mayestik 2,-6.241772,106.79096
Baladewa Residence,-6.229648,106.91038
Jln. Dukuh II,-6.288462,106.87563
Kec. Cilincing,-6.102739,106.93894
KPP Pratama Cakung 2,-6.187946,106.96142
Pasar Induk Kramat Jati,-6.294215,106.87203
Karet Sudirman 1,-6.212995,106.82
Jln. Nanggala Dewa Kembar,-6.10741,106.92535
Gg. Sawo 2,-6.201669,106.93518
Simpang Camar 2,-6.113256,106.9193
Masjid Cut Nyak Dien,-6.1874,106.8317
Benteng Betawi,-6.174158,106.65559
Cililitan Kecil,-6.261889,106.86423
Sbr. Rukan Balai Pustaka,-6.198728,106.88593
Pemadam Pos Tebet,-6.240021,106.84547
Jln. Mutiara Benhil,-6.209709,106.81236
Swadarma,-6.23755,106.76065
Cilandak Tengah,-6.29203,106.8021
Jln. Nusa Indah IV,-6.218007,106.93406
Klinik Hemodialisa Pandaoni Medika,-6.202247,106.89073
Jln. Swasembada Timur 5,-6.124986,106.893289
Bundaran Senayan,-6.227869,106.80094
Bank BRI Kayu Manis,-6.20651,106.86232
Kantor PJU,-6.196096,106.72987
Sekolah Al Huda 1,-6.149731,106.72736
STIP,-6.104402,106.95904
Masjid Jami Al Inayah,-6.224554,106.86945
Blok F,-6.188552,106.81249
Gg. Koperasi Ciracas,-6.327325,106.86902
Sbr. Ps. Deprok 1,-6.217656,106.89506
THB Cluster Nirwana,-6.182299,106.99536
Jln. Mujair Raya,-6.299485,106.83347
PPI,-6.170855,106.82136
Sbr. SMPN 232,-6.202926,106.88278
Senen Sentral,-6.178287,106.84197
Olimo,-6.1493,106.81669
Jln. H. Aman,-6.226789,106.92316
Kel. Marunda,-6.124938,106.95818
Sbr. Kel. Balekambang,-6.281594,106.84994
Jln. Kelapa Hybrida IV,-6.146604,106.90973
Sbr. RS Gading Pluit,-6.166641,106.91542
Pusdiklat Kemenag 1,-6.312075,106.75228
Sbr. RPTRA Udara Segar 126,-6.282577,106.86394
SPBU Limo Cinere,-6.343345,106.77832
RSPAD 1,-6.176162,106.83987
Tegal Parang Arah Timur,-6.239005,106.83106
Tebet Eco Park II Arah Barat,-6.243338,106.85212
Yayasan Al Kholidin,-6.246823,106.80566
Margaguna 2,-6.26343,106.78772
Pintu Exit Term. Pulo Gebang,-6.210368,106.95232
Komplek Wijaya Kusuma 1,-6.229588,106.90531
Juanda,-6.168048,106.83089
Pool PPD Ciputat,-6.331231,106.74851
Tip Top Rawamangun,-6.201153,106.88606
Tanjung Priok,-6.10959,106.88214
Sbr. Jln. Mandor Munding,-6.306836,106.91572
Tugu Tani 1,-6.181662,106.83288
RS Mitra Keluarga 2,-6.24088,106.99285
RS Pluit,-6.125386,106.79987
Yayasan Adi Luhur Gedong,-6.293022,106.85571
Sbr. Premier Terrace,-6.329219,106.87629
Pademangan 1,-6.1337,106.83177
Perempatan Cempaka Putih Barat XXVI,-6.176166,106.86402
Simpang Squadron,-6.267009,106.87725
Kel. Senen,-6.172453,106.84292
Klinik Otista,-6.227394,106.86709
Simpang Permata Meruya 2,-6.195059,106.73972
Satrio 6,-6.222992,106.82306
Pertigaan H. Sadjim 3,-6.305788,106.91087
Landmark Pluit Auto Plaza,-6.125258,106.79971
SD 01 Taman Mpu Sendok,-6.231785,106.81025
Monas 3,-6.178787,106.82304
Sbr. Gereja HKBP Cipete,-6.272336,106.80074
Simpang Kopi Kali Besar Barat,-6.134507,106.81106
Tebet Eco Park Selatan 4,-6.239215,106.8519
Pangkalan Jati,-6.24762,106.90755
Gg. Musholla Ragunan,-6.308196,106.81588
Sbr. Jl H Emuntipala I,-6.277035,106.87761
Gama Tower,-6.22414,106.83303
Jln. Kesehatan IV Cideng Timur,-6.172622,106.81142
Ruko Meruya Ilir,-6.197437,106.75067
GBI Sungai Yordan,-6.166828,106.7698
Nurul Fikri Buaran,-6.220706,106.91798
Sbr. Jln. Damai Kalisari,-6.338486,106.85983
Bank Indonesia 1,-6.181904,106.823097
Jln. Bakti,-6.249166,107.01577
SMAN 65,-6.200842,106.76904
Sbr. MTsN 7 Model Jakarta,-6.321445,106.88334
Penas Kalimalang 2,-6.239095,106.87826
Carrefour Buaran,-6.218653,106.9237
Jln. Bungur Besar VI,-6.171611,106.84386
Sbr. Jln. Ancol Selatan,-6.134139,106.855696
Sbr. Masjid At Taqwa Karang Tengah,-6.151164,106.97219
Bandar Djakarta Bekasi,-6.227085,106.99683
Jln. Kramat Jaya Raya,-6.126441,106.916947
Musholla Al Mukhlisin 1,-6.127835,106.9179
Blok M Jalur 4,-6.243474,106.80188
Plaza Kalibata,-6.256423,106.85566
Ragunan 2,-6.305283,106.81855
Hotel Kalisma KS Tubun,-6.188855,106.80824
Perumnas Klender 2,-6.216652,106.9308
GOR Sumantri,-6.221618,106.832245
Jln. Pule Ciracas,-6.314331,106.8759
Pejambon,-6.175454,106.83269
Tirta Mas,-6.185798,106.8913
Ps. Inpres Kebayoran,-6.235633,106.78445
Jln. B Lagoa Terusan 2,-6.108628,106.91505
Grha Muncul Mekar,-6.209652,106.77093
Kusuma Timur Vihara Dharma Bhakti,-6.144916,106.78076
Pulo Mas 2,-6.174677,106.892419
Ps. Gantung,-6.17688,106.80615
Wahidin 1,-6.169862,106.83936
Batalyon Kavaleri 2,-6.252704,106.65081
Komplek RSPP,-6.29621,106.79946
Jembatan Baru,-6.154831,106.73038
Santo Lukas,-6.244763,106.84319
Gg. H. Bunen 2,-6.232848,106.88526
Jln. B Karang Anyar,-6.155646,106.82754
Garuda Taman Mini 1,-6.290384,106.88174
Enggano,-6.11015,106.89242
Simpang Mandala Maphalindo,-6.249189,106.89108
Duri Kepa,-6.185266,106.76842
St. Klender 2,-6.213433,106.89787
Jln. Asshofa Raya,-6.213287,106.78166
Jln. Raya Lenteng Agung,-6.335654,106.83535
Kodim 0505 2,-6.212305,106.94717
Kota Harapan Indah 1,-6.193598,106.97335
Jln. Busika Raya Ciracas,-6.330017,106.87304
Jln. Limo Grogol Utara,-6.22506,106.77851
Simpang Adiaksa,-6.298247,106.77454
Sbr. Kanisius,-6.185519,106.83586
Sbr. MI Attarbiyatuddiniyah,-6.358301,106.87415
Simpang Rukun 2,-6.308207,106.91766
Masjid Jami Fathurrahman Ciracas,-6.318244,106.87303
Gambir 3,-6.178796,106.83095
Sbr. Villa Ampera,-6.273031,106.81562
Darul Aitam Pondok Pinang,-6.274498,106.77381
Imigrasi Jaktim 1,-6.214787,106.88182
Term. Pasar Minggu,-6.283048,106.84371
Fresh Market PIK,-6.1029,106.74123
Jln. H. Selong Duri Kosambi,-6.171865,106.72212
Sbr. SDN Pulo Gebang 20,-6.208103,106.95923
Gg. Elektro,-6.114359,106.80286
Puskesmas Cilincing,-6.103756,106.93943
Simpang Kepu Kesadaran,-6.181283,106.91461
Kuningan Madya 2,-6.213358,106.83027
Sbr. Kebantenan IX,-6.108601,106.93245
Sbr. SMPN 10,-6.163653,106.86516
Perumahan Perwira Mabad,-6.20261,106.78274
Simpang Cendrawasih Hybrida Terusan,-6.14975,106.92309
Sbr. Jln. Beo,-6.256595,106.75966
Yon Arhanud - 10 Pesanggrahan,-6.258076,106.75626
Kwitang,-6.181051,106.83866
MH Thamrin 1,-6.188081,106.82317
WTC Matahari 2,-6.266719,106.65469
Masjid Al Mumin,-6.175528,106.90865
St. Cikini Selatan,-6.200967,106.84287
Plumpang Pertamina 1,-6.127927,106.89336
Ps. Pulo Gadung 1,-6.187336,106.90597
Sbr. SMK Malahayati Marunda,-6.124292,106.95707
Pertigaan Pejaten Barat,-6.275464,106.82066
Sbr. Jln. H. Sanusi Taming,-6.18466,106.77777
Warung Jati,-6.262364,106.82977
Kramat Pela,-6.249958,106.79544
St. Cikini Barat,-6.199614,106.84183
Giant Pondok Gede 1,-6.278286,106.91327
Jln. Jatinegara Timur II,-6.218464,106.87018
RS Duren Sawit,-6.229777,106.90969
Ruko Pondok Pinang Centre,-6.27349,106.77388
Pertamina Bina Medika,-6.253111,106.77389
SMAN 113,-6.293268,106.90306
SMKN 42,-6.144079,106.72937
Jln. Kramat IV Rawabinong,-6.299375,106.909219
Simpang Jembatan Lima,-6.142897,106.80668
Dewan Pers,-6.182996,106.82709
Rsu Pengayoman,-6.214694,106.88352
RS Restu Kasih,-6.26606,106.86598
Stasiun Tebet,-6.225503,106.85814
IBI-K 57,-6.334036,106.833
Komplek Wijaya Kusuma 2,-6.229694,106.90495
Kb. Jeruk 1,-6.194741,106.76878
RS Dr Mintohardjo,-6.211193,106.81231
Perguruan Advent VII Rawamangun,-6.198145,106.88812
Pos Jaga Trikora 1,-6.241638,106.87981
ITC Roxy,-6.16737,106.80248
Bintaro Gg. Masjid,-6.27026,106.75217
Jln. Bambu Hubuny,-6.308983,106.89799
Puskesmas Kel. Papanggo,-6.129791,106.87234
Pinang Ranti,-6.291075,106.88634
Jln. Muara 1,-6.304063,106.85061
SMPN 258,-6.357133,106.87444
Sbr. Jln. Cilincing Bakti,-6.106478,106.93343
Pure Dalam,-6.108391,106.92016
Pancoran Barat Arah Timur,-6.241571,106.83808
Jln. Pangeran Antasari III,-6.257481,106.807869
Kemayoran Landas Pacu Timur 2,-6.152025,106.85383
Plaza Adorama,-6.258301,106.81519
Jln. Industri 2,-6.203092,106.62023
Sbr. Masjid Al Fida Komodor Halim,-6.262977,106.88503
Sbr. Sekolah Avicenna Jagakarsa,-6.336338,106.82992
Jln. Kb. Nanas,-6.220356,106.78136
Sbr. Ps. Deprok,-6.218408,106.89398
Term. Bayangan Kota Intan,-6.130949,106.81172
Pangeran Jayakarta 2,-6.137528,106.81757
Honda Letjen Suprapto,-6.174933,106.84973
Simpang Gunung Sahari III,-6.167903,106.84174
Sbr. Gg. Saminten,-6.379273,106.84919
Dana Reksa,-6.181365,106.82451
Margaguna 1,-6.263332,106.78775
Graha Kirana,-6.150359,106.88755
Masjid Al Mukarromah Lagoa,-6.112929,106.91075
Poltek Bunda Kandung,-6.312052,106.83849
Simpang Kembangan Selatan,-6.184495,106.72967
BNI Syariah,-6.227256,106.83291
PLTU,-6.113368,106.78533
Sbr. Jln. H. Kincan Rawa Buaya,-6.164546,106.73543
Jln. Swadaya Raya,-6.228375,106.91677
RSIA Duren Tiga 2,-6.253509,106.84135
Sbr. Manhattan Hotel,-6.225591,106.83013
SDN Penggilingan,-6.205255,106.93004
Pancoran Tugu Arah Timur,-6.243082,106.84392
Jln. Petojo Barat V,-6.163077,106.81043
SDN Meruya Utara 02 Pagi,-6.199267,106.74166
Buncit Indah 2,-6.274071,106.83047
Sbr. Komplek Pacul Mas,-6.221005,106.89961
BPJS Ketenagakerjaan Marunda,-6.104983,106.93254
Gedung ATC,-6.18872,106.80832
Komplek Keuangan Saaba,-6.215101,106.73151
Simpang Belly 2,-6.332179,106.86749
Jln. Al Falah Duri Kosambi,-6.178709,106.71726
TPU Karet Bivak,-6.201241,106.814
Masjid Al Waqof,-6.110646,106.91733
Jln. KRI Harimau,-6.253467,106.79112
SD Diakonia 1,-6.112155,106.7893
St. Tj. Barat 1,-6.307524,106.83926
Syibi,-6.350345,106.83272
Sbr. Gereja Oikumene,-6.262305,106.88696
Situ Gintung 2,-6.301629,106.76139
Kuningan Timur 2,-6.235912,106.82765
Sbr. SMP Dan SMK Bakti 17,-6.348139,106.80957
Mampang Prapatan,-6.242699,106.82572
SDN Pesanggrahan 10 Pagi,-6.259198,106.75694
Jln. Lapangan Ros II Bukit Duri,-6.22434,106.85512
Pacuan Kuda Pulo Mas 2,-6.179981,106.88736
Pom Bensin Mulyadi,-6.252929,107.02303
Kampung Melayu Besar 2,-6.225314,106.86292
Ps. Ciputat,-6.315627,106.74688
Pulo Kamboja,-6.215656,106.79376
Istiqlal 1,-6.172371,106.83071
Pengadegan Barat VII,-6.250143,106.85423
Wisma 77,-6.189545,106.79915
Sbr. Musala Al Ishlah,-6.12769,106.81764
Tugu Proklamasi,-6.202606,106.847711
Karang Asri 2,-6.116073,106.77399
Ruko Permata Senayan 1,-6.219856,106.79176
Sbr. Sekolah Saint Caroline,-6.157308,106.87164
Balai Pertamina,-6.229555,106.79052
Sbr. Jln. Malaka HB,-6.142374,106.95639
Bermis 1,-6.178022,106.89853
Sbr. Apartemen Gading Nias,-6.154013,106.91607
SDN Jelambar Baru 01,-6.147765,106.78324
Jln. Tegal Amba Rt03,-6.223017,106.90648
Senopati,-6.230687,106.80809
GOR Pondok Bambu,-6.223465,106.904
Cempaka Timur,-6.166584,106.87591
Jln. Kesadaran Kali Malang,-6.239286,106.88739
Jln. Pratama I Rorotan,-6.141574,106.95616
Pengadegan Selatan III,-6.251274,106.855803
Pusdiklatnas 1,-6.104867,106.9394
Mediterania Garden Residences,-6.173818,106.7882
RA Kartini,-6.282151,106.77315
Jln. Gotong Royong Cipinang Muara,-6.227649,106.89623
Jln. Baros,-6.311046,106.784
Jln. Swadarma Utara VI,-6.227071,106.76054
Sbr. Jembatan Item,-6.130197,106.85511
Monas 1,-6.172531,106.82315
SMKN 33,-6.180671,106.90662
Blok M,-6.243312,106.80175
Gambir 2,-6.178929,106.83106
Sbr. PAUD Bintang Pondok Bambu,-6.245306,106.9058
Bintaro Park VIew,-6.257977,106.75969
Gg. H Satiri Manshur,-6.173907,106.7485
Gg. Sawo Joglo,-6.217751,106.75034
Arion Mall,-6.193631,106.89068
Sbr. Perum Taman Malaka,-6.231282,106.92863
Gg. Waru,-6.305813,106.91201
Jln. Buaran III,-6.22065,106.91916
Pos Pengumben,-6.212935,106.77226
Buaran Plaza,-6.217983,106.9235
Komplek Keuangan,-6.234028,106.84417
Jln. Munggang,-6.276186,106.852082
Pasar Baru,-6.166129,106.83483
Cideng Timur,-6.166537,106.81073
Jln. Pulau Sangiyang Lingkar Timur,-6.193412,106.94376
Al Wathoniyah 2,-6.192425,106.93568
Mangga Besar Arah Utara,-6.15325,106.817536
Masjid Jami Al Barkah 1,-6.229411,106.91212
Jln. Delima Raya,-6.173827,106.78413
Jln. Barito II,-6.248884,106.795853
SKKT Pondok Bambu,-6.223195,106.895498
Jln. Banjarsari II,-6.291119,106.79511
Madya Kebantenan,-6.114347,106.9265
Harmoni Arah Utara,-6.162678,106.819663
Pecenongan 2,-6.167856,106.8275
Sbr. Kec. Ciracas,-6.320058,106.88301
Kel. Cibubur,-6.349525,106.87666
Jln. H. Mawar Sunter,-6.157856,106.86771
Cipinang Kb. Nanas 1,-6.231595,106.87615
Jln. Lorong 22,-6.108141,106.89932
Masjid Pondok Indah 1,-6.261581,106.78234
Kodim 0505 1,-6.211958,106.94722
Simpang Raya Bogor Cililitan,-6.264191,106.86585
Pertigaan Al-Baidho,-6.295983,106.9
Jln. Ciujung Cideng Barat,-6.176346,106.81197
Pedati Prumpung,-6.22016,106.87439
Sbr. Gg. Oxport Kebantenan,-6.110926,106.92909
Mega Cinere,-6.33334,106.78282
SMP Tarakanita 5,-6.246421,106.794721
Sbr. Perum Mutiara Indah Rorotan,-6.15611,106.96214
Flyover Karet 2,-6.214808,106.81847
Ampera 1,-6.292069,106.81774
Jln. H. Kincan Rawa Buaya,-6.164413,106.7355
Tegal Parang 1,-6.239791,106.83149
Perpustakaan Nasional,-6.180673,106.82643
Jln. Cideng Timur I,-6.169801,106.81103
Santa Maria,-6.21939,106.86445
Sbr. Goethe Institute,-6.189435,106.83131
Sbr. Jln. Mantang,-6.112096,106.90844
Sbr. Jln. Sambu Halim,-6.24695,106.89046
Pemuda Pramuka,-6.192795,106.87498
Sbr. Balai Rakyat,-6.224423,106.89902
Rusun Rawa Bebek,-6.196241,106.9658
Sbr. Jln. Utama III Cengkareng,-6.149992,106.72471
Pulo Gebang,-6.213275,106.953327
KPP Pratama Cilandak,-6.292521,106.80893
SMK Satria Srengseng,-6.208852,106.75889
Khong Guan Wahid Hasyim,-6.187193,106.82815
Imigrasi,-6.256977,106.82808
Hotel Mega Anggrek,-6.184825,106.78994
Jln. Bina Harapan,-6.254258,106.84271
Kuningan Barat 1,-6.237361,106.82759
RS Mata Menteng,-6.198384,106.83704
Nizamia Andalusia,-6.307781,106.8977
Cilandak,-6.29195,106.81519
SDN Rawamangun 05,-6.188814,106.88032
Flyover Jatinegara,-6.215175,106.87356
Simpang Danau Sunter Barat Utara,-6.140807,106.85704
Jln. Rukem Jaya 2,-6.178932,106.96168
Tebet Eco Park Utara,-6.237129,106.85238
Kayuringin 2,-6.245948,106.99247
Kec. Koja,-6.118034,106.91025
Simpang Otista III Utara,-6.231843,106.86776
Gg. Marlina,-6.117402,106.80334
Gunawarman 2,-6.234276,106.80756
Pospol Taman Aries,-6.195419,106.7442
